-0.02, -0.88, 0.23, -55.656, -12.115, -5.531, -309.54, 509.33, -642.55
0.00, -0.91, 0.24, -33.180, 1.740, -7.622, -330.77, 516.43, -533.47
0.14, -0.94, 0.14, -43.777, -9.415, -14.854, -330.77, 516.43, -533.47
0.08, -1.01, -0.05, -27.603, 16.190, 2.380, -316.62, 537.72, -492.57
-0.09, -1.00, -0.09, -40.604, 19.432, 23.109, -327.23, 509.33, -431.21
-0.22, -0.91, -0.24, -6.058, 18.448, 16.205, -332.54, 464.96, -388.60
-0.03, -0.76, -0.11, -65.582, -12.939, -31.868, -351.99, 452.54, -380.08
-0.05, -0.95, -0.34, -117.569, 2.068, -21.469, -290.09, 422.37, -201.12
-0.09, -0.78, -0.47, -72.777, -8.865, -14.511, -290.09, 422.37, -201.12
-0.09, -0.76, -0.67, -35.301, 9.590, -28.702, -242.33, 448.99, -80.11
-0.08, -0.69, -0.72, -42.259, -9.750, -6.699, -196.34, 452.54, -35.79
-0.06, -0.68, -0.79, -35.370, -6.706, -10.704, -153.89, 459.64, 25.57
-0.12, -0.58, -0.78, -22.209, -14.153, -0.961, -123.82, 447.22, 54.54
-0.09, -0.46, -0.79, -50.728, 15.198, 3.357, -81.37, 429.47, 74.99
-0.01, -0.40, -0.88, -33.791, 0.374, -0.427, -81.37, 429.47, 74.99
-0.10, -0.45, -0.99, -81.184, -15.182, 2.335, -38.91, 450.77, 109.08
-0.17, -0.15, -0.92, -74.959, 13.039, -51.231, 44.22, 448.99, 148.28
-0.14, -0.03, -0.95, -37.254, -39.635, -39.894, 160.96, 463.19, 165.33
-0.10, -0.00, -0.91, -43.839, 17.891, -8.263, 245.86, 431.24, 196.00
-0.75, 0.04, -0.73, 18.288, -76.950, 6.447, 284.78, 420.60, 202.82
-0.43, 0.11, -1.19, -70.618, 30.296, 6.561, 284.78, 420.60, 202.82
-0.23, 0.16, -1.00, -92.880, 19.844, 5.394, 304.24, 372.68, 218.16
-0.29, 0.31, -0.90, -96.565, -2.930, 23.949, 410.36, 369.13, 211.34
-0.28, 0.40, -0.80, -109.840, 52.574, -9.941, 528.87, 385.10, 158.51
-0.29, 0.67, -0.75, -95.741, 16.068, 6.516, 647.38, 408.17, 92.04
-0.12, 0.82, -0.66, -116.074, 17.296, 16.670, 730.52, 452.54, -8.52
-0.23, 0.79, -0.56, -86.555, -9.079, -77.835, 730.52, 452.54, -8.52
-0.26, 0.90, -0.27, -77.042, 0.206, -56.229, 808.35, 427.70, -138.06
-0.33, 0.97, -0.10, -113.632, -30.472, -19.058, 854.34, 374.45, -240.32
-0.22, 0.88, 0.06, -81.230, -5.348, 28.786, 866.72, 358.48, -398.83
-0.16, 0.74, 0.22, -125.237, -46.425, 25.421, 866.72, 390.43, -504.50
-0.20, 0.68, 0.38, -118.271, -1.305, 4.402, 799.50, 386.88, -664.71
-0.26, 0.82, 0.56, -117.813, -30.190, 38.918, 799.50, 386.88, -664.71
-0.28, 0.96, 0.92, -188.599, -45.395, -14.572, 707.52, 411.72, -807.88
